Id,LotFrontage,LotArea,LotShape,OverallQual,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinSF1,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,SaleCondition,SalePrice,log_SalePrice
1,0.1506849315068493,0.0334198041552735,3.0,6.0,0.9492753623188416,0.8833333333333329,1.0,0.1225,2.0,2.0,2.0,3.0,0.1250885896527285,0.1400981996726677,0.0,1.0,4.0,0.109640831758034,0.4135593220338983,0.2592313489073097,1.0,2.0,1.0,2.0,0.4615384615384615,0.0,1.0,0.9075668328047124,2.0,2.0,0.3682795698924731,5.0,5.0,2.0,0.0,0.082210242587601,4.0,208500.0,12.247694320220994
2,0.2020547945205479,0.0387950174110168,3.0,5.0,0.7536231884057969,0.43333333333333,1.0,0.0,3.0,1.0,2.0,1.0,0.1732813607370659,0.2065466448445172,0.0,1.0,4.0,0.1949170342365049,0.0,0.1748304446119065,0.0,2.0,0.0,3.0,0.3076923076923077,1.0,1.0,0.8953330312641595,2.0,2.0,0.3091397849462365,5.0,5.0,2.0,0.2092696629213483,0.0,4.0,181500.0,12.109010932687042
4,0.1335616438356164,0.0385613124868541,0.0,6.0,0.3115942028985508,0.3333333333333357,1.0,0.0,3.0,0.0,4.0,3.0,0.0382707299787384,0.1237315875613748,2.0,1.0,4.0,0.1316950220541903,0.3661016949152542,0.2605501130369254,1.0,1.0,0.0,2.0,0.3846153846153847,1.0,5.0,0.9053013140009062,3.0,3.0,0.4314516129032258,5.0,5.0,2.0,0.0,0.0471698113207547,0.0,140000.0,11.84939770159144
10,0.0993150684931506,0.0286054827175208,3.0,4.0,0.4855072463768124,0.0,1.0,0.0,3.0,0.0,4.0,3.0,0.1507795889440113,0.1621931260229132,0.0,1.0,4.0,0.1560596513337533,0.0,0.1399773926149208,1.0,1.0,0.0,3.0,0.2307692307692307,2.0,1.0,0.8785681921159946,2.0,1.0,0.1377688172043011,2.0,5.0,2.0,0.0,0.0053908355795148,4.0,118000.0,11.6784399034478
12,0.2191780821917808,0.0496576222861015,0.0,8.0,0.9637681159420292,0.93333333333333,2.0,0.17875,0.0,2.0,0.0,3.0,0.1768249468462083,0.1923076923076923,0.0,1.0,4.0,0.1781138416299096,0.5530266343825666,0.3749058025621703,1.0,3.0,0.0,0.0,0.6923076923076924,2.0,3.0,0.9084730403262348,0.0,3.0,0.4946236559139785,5.0,5.0,2.0,0.1032303370786516,0.0283018867924528,5.0,345000.0,12.751299696013495
14,0.2397260273972602,0.0437121690154011,0.0,6.0,0.9710144927536232,0.9500000000000028,2.0,0.19125,2.0,2.0,2.0,0.0,0.0,0.2445171849427168,0.0,1.0,4.0,0.2436462927956311,0.0,0.2185380557648832,0.0,2.0,0.0,2.0,0.3846153846153847,1.0,1.0,0.908926144086996,2.0,3.0,0.5645161290322581,5.0,5.0,2.0,0.1123595505617977,0.0444743935309973,5.0,279500.0,12.540757571577291
16,0.1027397260273972,0.0225291546892893,3.0,6.0,0.4130434782608692,0.8500000000000014,1.0,0.0,3.0,0.0,4.0,3.0,0.0,0.1361702127659574,0.0,1.0,0.0,0.1092207519428691,0.0,0.0979653353428786,0.0,1.0,0.0,3.0,0.2307692307692307,0.0,5.0,0.9021295876755776,3.0,2.0,0.3870967741935484,5.0,5.0,2.0,0.0337078651685393,0.1509433962264151,4.0,132000.0,11.790557201568507
17,0.165430805871324,0.0464652130220383,0.0,5.0,0.7101449275362324,0.3333333333333357,1.0,0.1125,3.0,1.0,4.0,3.0,0.1024096385542168,0.1643207855973813,0.0,1.0,4.0,0.1407267380802352,0.0,0.1262245666917859,1.0,1.0,0.0,3.0,0.2307692307692307,1.0,1.0,0.8926144086995922,0.0,2.0,0.3225806451612903,5.0,5.0,2.0,0.0,0.0,4.0,149000.0,11.911701584927595
18,0.1746575342465753,0.0443618687045736,3.0,3.0,0.6884057971014492,0.2833333333333314,1.0,0.0,3.0,3.0,3.0,4.0,0.0,0.0,4.0,1.0,4.0,0.2020583910943079,0.0,0.1812358703843255,0.0,2.0,0.0,3.0,0.3076923076923077,0.0,4.0,0.8912550974173086,3.0,2.0,0.3467741935483871,5.0,5.0,2.0,0.0,0.0,4.0,90000.0,11.407564949312402
20,0.1678082191780822,0.0292598565051765,3.0,4.0,0.6231884057971016,0.25,1.0,0.0,3.0,1.0,4.0,3.0,0.0892983699503898,0.1684124386252046,4.0,1.0,4.0,0.2110901071203528,0.0,0.1893368500376789,0.0,1.0,0.0,3.0,0.3076923076923077,0.0,1.0,0.8871771635704576,3.0,1.0,0.1975806451612903,5.0,5.0,2.0,0.0,0.0,0.0,139000.0,11.842229212112828
22,0.1232876712328767,0.0287410315735352,3.0,6.0,0.4202898550724647,0.0,1.0,0.0,3.0,2.0,4.0,3.0,0.0,0.1042553191489361,0.0,1.0,1.0,0.162570888468809,0.0,0.1458176337603617,0.0,1.0,0.0,2.0,0.3076923076923077,1.0,1.0,0.8744902582691436,3.0,1.0,0.1881720430107527,5.0,5.0,0.0,0.0,0.0,4.0,139400.0,11.84510277730856
23,0.184931506849315,0.039458739395639,3.0,7.0,0.942028985507246,0.8666666666666671,1.0,0.175625,2.0,2.0,2.0,3.0,0.0,0.2908346972176759,0.0,1.0,4.0,0.3068683049779457,0.0,0.2752449133383572,0.0,2.0,0.0,2.0,0.3846153846153847,1.0,1.0,0.907113729043951,2.0,2.0,0.3588709677419355,5.0,5.0,2.0,0.1200842696629213,0.2142857142857143,4.0,230000.0,12.345834587905332
24,0.0787671232876712,0.0136670639650377,3.0,4.0,0.7536231884057969,0.43333333333333,1.0,0.0,3.0,2.0,2.0,3.0,0.148830616583983,0.1702127659574468,4.0,1.0,4.0,0.1524889729048519,0.0,0.1367746797287113,1.0,1.0,0.0,3.0,0.3076923076923077,1.0,1.0,0.8953330312641595,3.0,2.0,0.3844086021505377,5.0,5.0,2.0,0.0702247191011236,0.1482479784366576,4.0,129900.0,11.77452020265869
26,0.3047945205479451,0.0604360933884876,3.0,7.0,0.9782608695652169,0.9500000000000028,2.0,0.4,2.0,2.0,2.0,3.0,0.0,0.2563011456628478,0.0,1.0,4.0,0.2659105229993698,0.0,0.2385079125847777,0.0,2.0,0.0,2.0,0.3846153846153847,1.0,1.0,0.9093792478477573,2.0,3.0,0.5981182795698925,5.0,5.0,2.0,0.0,0.0754716981132075,4.0,256300.0,12.454103912352162
31,0.0993150684931506,0.0336535090794363,3.0,3.0,0.3478260869565215,0.0,1.0,0.0,3.0,0.0,4.0,3.0,0.0,0.1062193126022913,4.0,0.0,4.0,0.0661625708884688,0.3234866828087167,0.1851921627731725,0.0,1.0,0.0,3.0,0.3076923076923077,0.0,5.0,0.8699592206615315,3.0,1.0,0.168010752688172,5.0,1.0,0.0,0.0,0.0727762803234501,4.0,40000.0,10.596634733096073
